angle	ws (m/s)	Freq
180	23	2.04E-05
180	24	1.14E-05
180	25	6.13E-06
183	4	0.000411069
183	5	0.000546535
183	6	0.000670724
183	7	0.000773051
183	8	0.000844975
183	9	0.000880996
183	10	0.000879323
183	11	0.000842028
183	12	0.000774619
183	13	0.000685111
183	14	0.000582777
183	15	0.000476811
183	16	0.000375181
183	17	0.000283838
183	18	0.000206383
183	19	0.000144163
183	20	9.67E-05
183	21	6.22E-05
183	22	3.84E-05
183	23	2.27E-05
183	24	1.29E-05
183	25	6.99E-06
186	4	0.000420429
186	5	0.000558783
186	6	0.000685835
186	7	0.00079092
186	8	0.000865401
186	9	0.000903662
186	10	0.000903772
186	11	0.000867653
186	12	0.000800681
186	13	0.000710788
186	14	0.000607236
186	15	0.000499296
186	16	0.000395096
186	17	0.000300808
186	18	0.000220276
186	19	0.000155079
186	20	0.000104915
186	21	6.82E-05
186	22	4.25E-05
186	23	2.54E-05
186	24	1.46E-05
186	25	8.02E-06
189	4	0.000430575
189	5	0.000571469
189	6	0.000700852
189	7	0.000808049
189	8	0.000884424
189	9	0.000924338
189	10	0.000925802
189	11	0.000890647
189	12	0.000824136
189	13	0.0007341
189	14	0.000629735
189	15	0.00052032
189	16	0.000414067
189	17	0.000317301
189	18	0.000234067
189	19	0.000166153
189	20	0.000113444
189	21	7.45E-05
189	22	4.70E-05
189	23	2.84E-05
189	24	1.65E-05
189	25	9.22E-06
192	4	0.000441426
192	5	0.000584557
192	6	0.000715805
192	7	0.000824547
192	8	0.000902217
192	9	0.000943235
192	10	0.000945629
192	11	0.00091119
192	12	0.000845094
192	13	0.000755062
192	14	0.000650195
192	15	0.000539721
192	16	0.000431871
192	17	0.000333068
192	18	0.000247507
192	19	0.000177163
192	20	0.000122098
192	21	8.10E-05
192	22	5.17E-05
192	23	3.17E-05
192	24	1.87E-05
192	25	1.06E-05
195	4	0.000452864
195	5	0.000597975
195	6	0.000730693
195	7	0.000840492
195	8	0.000918937
195	9	0.000960566
195	10	0.000963486
195	11	0.000929495
195	12	0.000863711
195	13	0.000773747
195	14	0.00066859
195	15	0.00055738
195	16	0.000448319
195	17	0.000347873
195	18	0.000260349
195	19	0.000187873
195	20	0.000130675
195	21	8.76E-05
195	22	5.65E-05
195	23	3.51E-05
195	24	2.10E-05
195	25	1.21E-05
198	4	0.000464744
198	5	0.000611621
198	6	0.000745488
198	7	0.000855945
198	8	0.000934727
198	9	0.000976542
198	10	0.000979617
198	11	0.000945799
198	12	0.000880177
198	13	0.000790271
198	14	0.000684943
198	15	0.000573225
198	16	0.000463257
198	17	0.000361507
198	18	0.000272355
198	19	0.000198046
198	20	0.000138955
198	21	9.40E-05
198	22	6.14E-05
198	23	3.86E-05
198	24	2.34E-05
198	25	1.36E-05
201	4	0.000476891
201	5	0.000625367
201	6	0.000760136
201	7	0.000870945
201	8	0.000949722
201	9	0.000991371
201	10	0.000994275
201	11	0.000960362
201	12	0.000894717
201	13	0.000804786
201	14	0.000699318
201	15	0.000587225
201	16	0.000476567
201	17	0.000373785
201	18	0.000283298
201	19	0.000207442
201	20	0.000146713
201	21	0.000100188
201	22	6.60E-05
201	23	4.20E-05
201	24	2.58E-05
201	25	1.52E-05
204	4	0.000489097
204	5	0.000639057
204	6	0.000774567
204	7	0.000885522
204	8	0.000964048
204	9	0.001005262
204	10	0.001007719
204	11	0.000973452
204	12	0.000907572
204	13	0.000817474
204	14	0.00071181
204	15	0.000599382
204	16	0.000488161
204	17	0.000384546
204	18	0.000292969
204	19	0.000215829
204	20	0.000153714
204	21	0.000105807
204	22	7.04E-05
204	23	4.52E-05
204	24	2.80E-05
204	25	1.68E-05
207	4	0.000501132
207	5	0.000652517
207	6	0.000788696
207	7	0.000899694
207	8	0.00097783
207	9	0.001018425
207	10	0.001020213
207	11	0.000985352
207	12	0.000919001
207	13	0.000828536
207	14	0.000722539
207	15	0.000609723
207	16	0.000497976
207	17	0.000393651
207	18	0.000301175
207	19	0.000222982
207	20	0.000159729
207	21	0.000110676
207	22	7.42E-05
207	23	4.80E-05
207	24	3.01E-05
207	25	1.82E-05
210	4	0.000512737
210	5	0.000665557
210	6	0.000802428
210	7	0.00091348
210	8	0.000991193
210	9	0.001031072
210	10	0.001032026
210	11	0.000996346
210	12	0.000929267
210	13	0.000838181
210	14	0.000731636
210	15	0.000618288
210	16	0.000505966
210	17	0.000400976
210	18	0.000307732
210	19	0.000228685
210	20	0.000164528
210	21	0.000114575
210	22	7.72E-05
210	23	5.03E-05
210	24	3.17E-05
210	25	1.93E-05
213	4	0.000523845
213	5	0.000678196
213	6	0.000815884
213	7	0.000927092
213	8	0.001004418
213	9	0.001043521
213	10	0.001043472
213	11	0.001006708
213	12	0.000938569
213	13	0.00084651
213	14	0.000739097
213	15	0.000624973
213	16	0.000511936
213	17	0.000406262
213	18	0.000312342
213	19	0.000232623
213	20	0.000167807
213	21	0.000117225
213	22	7.93E-05
213	23	5.19E-05
213	24	3.29E-05
213	25	2.01E-05
216	4	0.000534544
216	5	0.000690535
216	6	0.00082916
216	7	0.000940608
216	8	0.001017554
216	9	0.001055784
216	10	0.001054526
216	11	0.001016378
216	12	0.000946823
216	13	0.000853424
216	14	0.000744817
216	15	0.000629671
216	16	0.000515784
216	17	0.000409411
216	18	0.000314916
216	19	0.000234714
216	20	0.000169488
216	21	0.000118554
216	22	8.03E-05
216	23	5.27E-05
216	24	3.34E-05
216	25	2.05E-05
219	4	0.000544806
219	5	0.000702494
219	6	0.000842119
219	7	0.000953838
219	8	0.001030368
219	9	0.001067605
219	10	0.001064936
219	11	0.001025134
219	12	0.000953857
219	13	0.000858817
219	14	0.000748758
219	15	0.000632412
219	16	0.000517595
219	17	0.000410548
219	18	0.000315594
219	19	0.000235103
219	20	0.000169707
219	21	0.000118681
219	22	8.04E-05
219	23	5.27E-05
219	24	3.35E-05
219	25	2.06E-05
222	4	0.000554604
222	5	0.000713992
222	6	0.000854618
222	7	0.000966578
222	8	0.001042611
222	9	0.001078714
222	10	0.001074431
222	11	0.001032733
222	12	0.00095948
222	13	0.000862565
222	14	0.000750871
222	15	0.000633217
222	16	0.000517451
222	17	0.000409798
222	18	0.000314531
222	19	0.000233952
222	20	0.00016862
222	21	0.000117744
222	22	7.96E-05
222	23	5.22E-05
222	24	3.31E-05
222	25	2.03E-05
225	4	0.000563908
225	5	0.000724938
225	6	0.000866499
225	7	0.00097861
225	8	0.001054018
225	9	0.001088818
225	10	0.001082724
225	11	0.001038918
225	12	0.000963489
225	13	0.000864535
225	14	0.000751101
225	15	0.000632109
225	16	0.00051544
225	17	0.000407298
225	18	0.000311892
225	19	0.000231437
225	20	0.000166397
225	21	0.000115899
225	22	7.82E-05
225	23	5.11E-05
225	24	3.23E-05
225	25	1.98E-05
228	4	0.000572684
228	5	0.000735231
228	6	0.000877589
228	7	0.000989693
228	8	0.001064299
228	9	0.001097605
228	10	0.001089506
228	11	0.001043418
228	12	0.000965673
228	13	0.000864595
228	14	0.000749402
228	15	0.000629119
228	16	0.000511661
228	17	0.000403198
228	18	0.000307859
228	19	0.000227751
228	20	0.000163227
228	21	0.000113314
228	22	7.62E-05
228	23	4.96E-05
228	24	3.12E-05
228	25	1.91E-05
231	4	0.000580887
231	5	0.000744752
231	6	0.000887693
231	7	0.000999564
231	8	0.001073142
231	9	0.001104742
231	10	0.001094459
231	11	0.001045956
231	12	0.000965824
231	13	0.000862621
231	14	0.000745738
231	15	0.000624299
231	16	0.000506236
231	17	0.000397671
231	18	0.000302631
231	19	0.0002231
231	20	0.000159306
231	21	0.000110166
231	22	7.38E-05
231	23	4.78E-05
231	24	3.00E-05
231	25	1.82E-05
234	4	0.00058846
234	5	0.000753365
234	6	0.000896592
234	7	0.001007934
234	8	0.001080211
234	9	0.001109879
234	10	0.001097251
234	11	0.001046253
234	12	0.000963742
234	13	0.000858504
234	14	0.000740096
234	15	0.000617721
234	16	0.000499308
234	17	0.000390905
234	18	0.000296422
234	19	0.000217702
234	20	0.000154839
234	21	0.000106633
234	22	7.11E-05
234	23	4.59E-05
234	24	2.86E-05
234	25	1.73E-05
237	4	0.00059533
237	5	0.000760912
237	6	0.000904043
237	7	0.001014489
237	8	0.001085149
237	9	0.00111265
237	10	0.001097546
237	11	0.001044035
237	12	0.000959238
237	13	0.000852158
237	14	0.000732489
237	15	0.000609486
237	16	0.000491044
237	17	0.000383112
237	18	0.000289461
237	19	0.000211783
237	20	0.00015003
237	21	0.000102893
237	22	6.83E-05
237	23	4.39E-05
237	24	2.73E-05
237	25	1.64E-05
240	4	0.000601408
240	5	0.000767213
240	6	0.000909778
240	7	0.001018894
240	8	0.001087583
240	9	0.001112682
240	10	0.001095009
240	11	0.00103904
240	12	0.000952149
240	13	0.000843523
240	14	0.000722959
240	15	0.000599721
240	16	0.000481634
240	17	0.000374517
240	18	0.000281985
240	19	0.000205568
240	20	0.000145083
240	21	9.91E-05
240	22	6.55E-05
240	23	4.19E-05
240	24	2.59E-05
240	25	1.55E-05
243	4	0.00060661
243	5	0.000772117
243	6	0.000913586
243	7	0.001020898
243	8	0.001087252
243	9	0.001109739
243	10	0.001089459
243	11	0.001031166
243	12	0.000942459
243	13	0.000832673
243	14	0.000711657
243	15	0.000588635
243	16	0.000471321
243	17	0.000365376
243	18	0.000274238
243	19	0.000199279
243	20	0.000140183
243	21	9.54E-05
243	22	6.29E-05
243	23	4.01E-05
243	24	2.47E-05
243	25	1.47E-05
246	4	0.000610931
246	5	0.00077566
246	6	0.000915566
246	7	0.001020673
246	8	0.001084414
246	9	0.001104159
246	10	0.001081309
246	11	0.001020881
246	12	0.000930672
246	13	0.000820119
246	14	0.000699075
246	15	0.000576681
246	16	0.000460501
246	17	0.000356015
246	18	0.000266481
246	19	0.000193111
246	20	0.000135472
246	21	9.20E-05
246	22	6.04E-05
246	23	3.84E-05
246	24	2.36E-05
246	25	1.41E-05
249	4	0.000614402
249	5	0.000777947
249	6	0.000915914
249	7	0.001018524
249	8	0.001079478
249	9	0.001096451
249	10	0.00107114
249	11	0.001008812
249	12	0.000917423
249	13	0.000806473
249	14	0.000685775
249	15	0.000564347
249	16	0.000449578
249	17	0.000346756
249	18	0.000258954
249	19	0.000187236
249	20	0.000131065
249	21	8.88E-05
249	22	5.82E-05
249	23	3.70E-05
249	24	2.27E-05
249	25	1.35E-05
252	4	0.000617069
252	5	0.000779106
252	6	0.000914861
252	7	0.00101479
252	8	0.001072888
252	9	0.001087147
252	10	0.001059552
252	11	0.000995589
252	12	0.000903344
252	13	0.000792335
252	14	0.000672297
252	15	0.000552097
252	16	0.000438934
252	17	0.000337894
252	18	0.000251876
252	19	0.000181807
252	20	0.000127063
252	21	8.60E-05
252	22	5.63E-05
252	23	3.57E-05
252	24	2.19E-05
252	25	1.30E-05
255	4	0.000619
255	5	0.000779294
255	6	0.000912668
255	7	0.001009841
255	8	0.001065119
255	9	0.001076806
255	10	0.001047157
255	11	0.000981851
255	12	0.00088906
255	13	0.000778286
255	14	0.000659157
255	15	0.000540368
255	16	0.000428917
255	17	0.000329698
255	18	0.000245442
255	19	0.000176957
255	20	0.000123553
255	21	8.35E-05
255	22	5.47E-05
255	23	3.46E-05
255	24	2.12E-05
255	25	1.26E-05
258	4	0.000620287
258	5	0.000778697
258	6	0.000909627
258	7	0.00100408
258	8	0.001056671
258	9	0.001066004
258	10	0.001034579
258	11	0.000968231
258	12	0.000875183
258	13	0.00076489
258	14	0.000646847
258	15	0.000529569
258	16	0.000419855
258	17	0.000322414
258	18	0.000239828
258	19	0.000172809
258	20	0.000120613
258	21	8.15E-05
258	22	5.34E-05
258	23	3.38E-05
258	24	2.08E-05
258	25	1.23E-05
261	4	0.000621043
261	5	0.000777527
261	6	0.000906063
261	7	0.000997936
261	8	0.001048066
261	9	0.001055331
261	10	0.001022443
261	11	0.000955355
261	12	0.00086231
261	13	0.000752687
261	14	0.000635836
261	15	0.000520088
261	16	0.000412052
261	17	0.00031627
261	18	0.0002352
261	19	0.000169474
261	20	0.000118316
261	21	8.00E-05
261	22	5.24E-05
261	23	3.33E-05
261	24	2.04E-05
261	25	1.22E-05
264	4	0.000621404
264	5	0.000776024
264	6	0.00090232
264	7	0.000991859
264	8	0.001039838
264	9	0.001045381
264	10	0.00101137
264	11	0.00094384
264	12	0.000851022
264	13	0.000742199
264	14	0.000626571
264	15	0.00051229
264	16	0.000405795
264	17	0.000311484
264	18	0.000231714
264	19	0.00016706
264	20	0.000116733
264	21	7.90E-05
264	22	5.19E-05
264	23	3.30E-05
264	24	2.03E-05
264	25	1.21E-05
267	4	0.000621522
267	5	0.000774442
267	6	0.000898763
267	7	0.00098631
267	8	0.00103253
267	9	0.001036747
267	10	0.001001973
267	11	0.000934289
267	12	0.000841883
267	13	0.00073393
267	14	0.000619482
267	15	0.00050653
267	16	0.000401364
267	17	0.000308267
267	18	0.000229523
267	19	0.000165676
267	20	0.000115938
267	21	7.87E-05
267	22	5.17E-05
267	23	3.30E-05
267	24	2.04E-05
267	25	1.22E-05
270	4	0.000621559
270	5	0.000773046
270	6	0.00089576
270	7	0.000981753
270	8	0.001026677
270	9	0.001030012
270	10	0.000994853
270	11	0.000927287
270	12	0.00083544
270	13	0.000728372
270	14	0.000614994
270	15	0.000503158
270	16	0.000399038
270	17	0.000306835
270	18	0.000228789
270	19	0.000165438
270	20	0.000116014
270	21	7.89E-05
270	22	5.20E-05
270	23	3.33E-05
270	24	2.06E-05
270	25	1.24E-05
273	4	0.00062165
273	5	0.000772047
273	6	0.000893594
273	7	0.000978532
273	8	0.001022669
273	9	0.001025588
273	10	0.000990422
273	11	0.000923228
273	12	0.00083205
273	13	0.000725834
273	14	0.000613366
273	15	0.000502386
273	16	0.000398984
273	17	0.000307314
273	18	0.000229606
273	19	0.000166415
273	20	0.000117009
273	21	7.98E-05
273	22	5.28E-05
273	23	3.39E-05
273	24	2.11E-05
273	25	1.27E-05
276	4	0.00062181
276	5	0.000771432
276	6	0.000892211
276	7	0.000976538
276	8	0.001020333
276	9	0.001023238
276	10	0.000988383
276	11	0.000921769
276	12	0.000831344
276	13	0.000725939
276	14	0.000614231
276	15	0.000503872
276	16	0.0004009
276	17	0.00030945
276	18	0.000231769
276	19	0.000168448
276	20	0.000118806
276	21	8.13E-05
276	22	5.40E-05
276	23	3.48E-05
276	24	2.18E-05
276	25	1.32E-05
279	4	0.00062201
279	5	0.000771119
279	6	0.000891457
279	7	0.000975533
279	8	0.001019345
279	9	0.001022555
279	10	0.000988262
279	11	0.000922388
279	12	0.000832777
279	13	0.000728147
279	14	0.000617077
279	15	0.000507153
279	16	0.000404382
279	17	0.000312905
279	18	0.000235006
279	19	0.000171328
279	20	0.00012125
279	21	8.33E-05
279	22	5.55E-05
279	23	3.60E-05
279	24	2.26E-05
279	25	1.38E-05
282	4	0.000622212
282	5	0.000771012
282	6	0.000891163
282	7	0.000975267
282	8	0.00101937
282	9	0.001023128
282	10	0.000989585
282	11	0.00092457
282	12	0.000835814
282	13	0.000731928
282	14	0.000621403
282	15	0.000511775
282	16	0.000409035
282	17	0.00031735
282	18	0.00023905
282	19	0.000174848
282	20	0.000124185
282	21	8.56E-05
282	22	5.74E-05
282	23	3.73E-05
282	24	2.35E-05
282	25	1.44E-05
285	4	0.000622372
285	5	0.00077101
285	6	0.000891157
285	7	0.000975488
285	8	0.001020075
285	9	0.001024549
285	10	0.000991883
285	11	0.000927804
285	12	0.000839929
285	13	0.000736762
285	14	0.000626718
285	15	0.000517289
285	16	0.000414466
285	17	0.000322451
285	18	0.000243635
285	19	0.000178797
285	20	0.000127454
285	21	8.83E-05
285	22	5.94E-05
285	23	3.88E-05
285	24	2.46E-05
285	25	1.52E-05
288	4	0.000622446
288	5	0.000771014
288	6	0.00089127
288	7	0.000975949
288	8	0.001021134
288	9	0.00102642
288	10	0.000994699
288	11	0.000931593
288	12	0.000844605
288	13	0.000742137
288	14	0.000632532
288	15	0.000523248
288	16	0.000420282
288	17	0.000327876
288	18	0.000248482
288	19	0.000182958
288	20	0.000130889
288	21	9.10E-05
288	22	6.14E-05
288	23	4.03E-05
288	24	2.57E-05
288	25	1.59E-05
291	4	0.000622393
291	5	0.000770926
291	6	0.000891336
291	7	0.000976408
291	8	0.001022229
291	9	0.001028351
291	10	0.000997585
291	11	0.000935448
291	12	0.000849332
291	13	0.000747545
291	14	0.000638359
291	15	0.000529203
291	16	0.000426082
291	17	0.000333279
291	18	0.000253309
291	19	0.0001871
291	20	0.00013431
291	21	9.37E-05
291	22	6.35E-05
291	23	4.19E-05
291	24	2.68E-05
291	25	1.67E-05
294	4	0.000622177
294	5	0.000770656
294	6	0.000891199
294	7	0.000976635
294	8	0.001023053
294	9	0.001029964
294	10	0.001000104
294	11	0.00093889
294	12	0.00085361
294	13	0.000752482
294	14	0.000643713
294	15	0.000534702
294	16	0.000431462
294	17	0.000338309
294	18	0.000257819
294	19	0.000190985
294	20	0.000137531
294	21	9.63E-05
294	22	6.55E-05
294	23	4.33E-05
294	24	2.79E-05
294	25	1.74E-05
297	4	0.000621762
297	5	0.000770118
297	6	0.000890708
297	7	0.000976406
297	8	0.001023308
297	9	0.001030893
297	10	0.00100183
297	11	0.00094145
297	12	0.000856946
297	13	0.00075645
297	14	0.000648111
297	15	0.000539293
297	16	0.000436011
297	17	0.000342608
297	18	0.000261709
297	19	0.000194363
297	20	0.000140352
297	21	9.85E-05
297	22	6.73E-05
297	23	4.47E-05
297	24	2.88E-05
297	25	1.81E-05
300	4	0.000621118
300	5	0.000769229
300	6	0.000889717
300	7	0.000975504
300	8	0.001022704
300	9	0.001030778
300	10	0.001002346
300	11	0.000942665
300	12	0.00085885
300	13	0.000758955
300	14	0.000651069
300	15	0.000542521
300	16	0.000439315
300	17	0.000345812
300	18	0.000264668
300	19	0.000196977
300	20	0.000142568
300	21	0.000100353
300	22	6.87E-05
300	23	4.57E-05
300	24	2.96E-05
300	25	1.86E-05
303	4	0.000620212
303	5	0.000767908
303	6	0.00088808
303	7	0.000973712
303	8	0.001020951
303	9	0.00102926
303	10	0.001001231
303	11	0.000942072
303	12	0.000858831
303	13	0.000759497
303	14	0.0006521
303	15	0.000543925
303	16	0.000440956
303	17	0.00034755
303	18	0.000266379
303	19	0.000198565
303	20	0.000143966
303	21	0.000101529
303	22	6.96E-05
303	23	4.65E-05
303	24	3.02E-05
303	25	1.90E-05
306	4	0.000619023
306	5	0.000766077
306	6	0.000885654
306	7	0.000970811
306	8	0.00101775
306	9	0.001025964
306	10	0.000998047
306	11	0.000939182
306	12	0.000856372
306	13	0.000757551
306	14	0.000650687
306	15	0.000543019
306	16	0.000440488
306	17	0.000347429
306	18	0.000266506
306	19	0.000198846
306	20	0.000144323
306	21	0.000101902
306	22	7.00E-05
306	23	4.68E-05
306	24	3.04E-05
306	25	1.92E-05
309	4	0.000617518
309	5	0.00076365
309	6	0.000882281
309	7	0.000966564
309	8	0.001012786
309	9	0.001020501
309	10	0.000992342
309	11	0.000933497
309	12	0.000850948
309	13	0.000752583
309	14	0.000646316
309	15	0.000539317
309	16	0.000437471
309	17	0.000345063
309	18	0.000264721
309	19	0.000197552
309	20	0.000143423
309	21	0.000101302
309	22	6.96E-05
309	23	4.65E-05
309	24	3.03E-05
309	25	1.91E-05
312	4	0.000615644
312	5	0.000760511
312	6	0.000877774
312	7	0.000960707
312	8	0.001005715
312	9	0.001012457
312	10	0.000983644
312	11	0.000924505
312	12	0.000842027
312	13	0.000744068
312	14	0.000638478
312	15	0.000532352
312	16	0.000431488
312	17	0.000340091
312	18	0.000260721
312	19	0.000194436
312	20	0.000141071
312	21	9.96E-05
312	22	6.84E-05
312	23	4.57E-05
312	24	2.97E-05
312	25	1.88E-05
315	4	0.000613318
315	5	0.000756509
315	6	0.000871905
315	7	0.000952929
315	8	0.000996148
315	9	0.001001376
315	10	0.000971446
315	11	0.000911671
315	12	0.00082907
315	13	0.000731479
315	14	0.000626684
315	15	0.000521681
315	16	0.000422152
315	17	0.000332187
315	18	0.000254241
315	19	0.000189288
315	20	0.000137106
315	21	9.66E-05
315	22	6.62E-05
315	23	4.42E-05
315	24	2.87E-05
315	25	1.81E-05
318	4	0.00061041
318	5	0.000751439
318	6	0.00086438
318	7	0.000942853
318	8	0.000983635
318	9	0.000986747
318	10	0.000955201
318	11	0.000894435
318	12	0.000811525
318	13	0.000714299
318	14	0.000610465
318	15	0.000506897
318	16	0.000409125
318	17	0.000321079
318	18	0.00024507
318	19	0.000181952
318	20	0.000131419
318	21	9.23E-05
318	22	6.31E-05
318	23	4.20E-05
318	24	2.72E-05
318	25	1.71E-05
321	4	0.000606729
321	5	0.000745016
321	6	0.000854824
321	7	0.000930015
321	8	0.000967639
321	9	0.000967985
321	10	0.000934302
321	11	0.000872196
321	12	0.000788829
321	13	0.00069202
321	14	0.000589387
321	15	0.000487645
321	16	0.000392131
321	17	0.000306566
321	18	0.000233071
321	19	0.000172343
321	20	0.00012396
321	21	8.67E-05
321	22	5.90E-05
321	23	3.91E-05
321	24	2.52E-05
321	25	1.58E-05
324	4	0.000601999
324	5	0.000736853
324	6	0.000842744
324	7	0.000913833
324	8	0.000947512
324	9	0.00094441
324	10	0.000908071
324	11	0.000844315
324	12	0.000760409
324	13	0.000664159
324	14	0.000563066
324	15	0.000463645
324	16	0.000370983
324	17	0.000288542
324	18	0.000218202
324	19	0.000160461
324	20	0.000114761
324	21	7.98E-05
324	22	5.40E-05
324	23	3.55E-05
324	24	2.27E-05
324	25	1.42E-05
327	4	0.000595823
327	5	0.000726423
327	6	0.000827495
327	7	0.000893572
327	8	0.000922467
327	9	0.000915227
327	10	0.000875751
327	11	0.000810113
327	12	0.000725695
327	13	0.000630276
327	14	0.000531196
327	15	0.000434717
327	16	0.000345611
327	17	0.000267023
327	18	0.000200537
327	19	0.00014642
327	20	0.000103948
327	21	7.18E-05
327	22	4.82E-05
327	23	3.14E-05
327	24	2.00E-05
327	25	1.23E-05
330	4	0.000587641
330	5	0.00071301
330	6	0.000808231
330	7	0.000868302
330	8	0.000891545
330	9	0.000879505
330	10	0.000836498
330	11	0.000768879
330	12	0.000684142
330	13	0.000590002
330	14	0.000493584
330	15	0.00040082
330	16	0.000316099
330	17	0.000242177
330	18	0.000180297
330	19	0.000130457
330	20	9.18E-05
330	21	6.27E-05
330	22	4.17E-05
330	23	2.69E-05
330	24	1.69E-05
330	25	1.03E-05
333	4	0.000576797
333	5	0.000695837
333	6	0.000784111
333	7	0.00083718
333	8	0.000853972
333	9	0.000836606
333	10	0.000789861
333	11	0.000720381
333	12	0.000635746
333	13	0.000543548
333	14	0.000450617
333	15	0.000362471
333	16	0.000283037
333	17	0.000214621
333	18	0.000158078
333	19	0.000113116
333	20	7.86E-05
333	21	5.31E-05
333	22	3.49E-05
333	23	2.23E-05
333	24	1.38E-05
333	25	8.32E-06
336	4	0.000563007
336	5	0.000674759
336	6	0.000755217
336	7	0.000800591
336	8	0.000810487
336	9	0.000787642
336	10	0.000737311
336	11	0.000666401
336	12	0.000582517
336	13	0.000493054
336	14	0.000404459
336	15	0.000321762
336	16	0.000248362
336	17	0.000186073
336	18	0.000135346
336	19	9.56E-05
336	20	6.56E-05
336	21	4.37E-05
336	22	2.83E-05
336	23	1.78E-05
336	24	1.09E-05
336	25	6.44E-06
339	4	0.000546288
339	5	0.000650048
339	6	0.000722159
339	7	0.000759539
339	8	0.000762511
339	9	0.000734437
339	10	0.000681014
339	11	0.000609357
339	12	0.000527018
339	13	0.000441103
339	14	0.000357603
339	15	0.000280993
339	16	0.00021411
339	17	0.000158266
339	18	0.000113518
339	19	7.90E-05
339	20	5.34E-05
339	21	3.50E-05
339	22	2.23E-05
339	23	1.38E-05
339	24	8.28E-06
339	25	4.83E-06
342	4	0.000526987
342	5	0.000622374
342	6	0.000685984
342	7	0.000715473
342	8	0.00071188
342	9	0.000679159
342	10	0.000623389
342	11	0.000551806
342	12	0.000471819
342	13	0.000390168
342	14	0.000312321
342	15	0.000242167
342	16	0.000181974
342	17	0.000132571
342	18	9.37E-05
342	19	6.42E-05
342	20	4.27E-05
342	21	2.75E-05
342	22	1.72E-05
342	23	1.05E-05
342	24	6.17E-06
342	25	3.53E-06
345	4	0.000505898
345	5	0.000592923
345	6	0.000648282
345	7	0.000670363
345	8	0.000660884
345	9	0.000624324
345	10	0.00056706
345	11	0.000496358
345	12	0.000419401
345	13	0.000342499
345	14	0.000270566
345	15	0.000206901
345	16	0.000153233
345	17	0.000109953
345	18	7.65E-05
345	19	5.15E-05
345	20	3.37E-05
345	21	2.14E-05
345	22	1.31E-05
345	23	7.82E-06
345	24	4.52E-06
345	25	2.53E-06
348	4	0.000484357
348	5	0.000563471
348	6	0.000611232
348	7	0.000626713
348	8	0.000612239
348	9	0.000572732
348	10	0.000514773
348	11	0.000445581
348	12	0.000372051
348	13	0.000300036
348	14	0.0002339
348	15	0.000176387
348	16	0.00012874
348	17	9.10E-05
348	18	6.23E-05
348	19	4.13E-05
348	20	2.65E-05
348	21	1.65E-05
348	22	9.96E-06
348	23	5.83E-06
348	24	3.30E-06
348	25	1.81E-06
351	4	0.00046427
351	5	0.000536399
351	6	0.000577588
351	7	0.000587512
351	8	0.000569015
351	9	0.00052737
351	10	0.000469292
351	11	0.000401898
351	12	0.000331783
351	13	0.000264355
351	14	0.000203474
351	15	0.000151397
351	16	0.000108954
351	17	7.59E-05
351	18	5.11E-05
351	19	3.34E-05
351	20	2.11E-05
351	21	1.29E-05
351	22	7.64E-06
351	23	4.39E-06
351	24	2.44E-06
351	25	1.31E-06
354	4	0.000448064
354	5	0.000514618
354	6	0.00055058
354	7	0.000556123
354	8	0.000534513
354	9	0.000491304
354	10	0.000433305
354	11	0.000367532
354	12	0.000300315
354	13	0.000236684
354	14	0.00018008
354	15	0.000132363
354	16	9.40E-05
354	17	6.46E-05
354	18	4.29E-05
354	19	2.76E-05
354	20	1.72E-05
354	21	1.03E-05
354	22	6.03E-06
354	23	3.40E-06
354	24	1.86E-06
354	25	9.83E-07
357	4	0.000438517
357	5	0.000501375
357	6	0.000533726
357	7	0.000536111
357	8	0.000512133
357	9	0.000467587
357	10	0.000409392
357	11	0.000344523
357	12	0.000279138
357	13	0.000218008
357	14	0.000164277
357	15	0.000119517
357	16	8.40E-05
357	17	5.71E-05
357	18	3.75E-05
357	19	2.38E-05
357	20	1.46E-05
357	21	8.67E-06
357	22	4.98E-06
357	23	2.77E-06
357	24	1.49E-06
357	25	7.76E-07
